umap1,umap2,cluster,protein
8.632892,9.878787,58,Sphmag06G133600.1.p
7.9537797,5.315327,117,Sphmag06G116700.1.p
7.146393,-5.9493694,137,Sphmag06G140100.1.p
2.9578001,-5.2054176,-1,Sphmag06G105100.1.p
4.5408792,4.254097,140,Sphmag06G018700.1.p
11.813634,6.651797,-1,Sphmag06G106600.1.p
7.9499745,5.3266406,117,Sphmag06G118000.1.p
6.0914774,-2.543777,-1,Sphmag06G002300.1.p
5.3007903,-1.8717966,214,Sphmag06G077400.1.p
8.705185,4.1365952,245,Sphmag06G123800.1.p
16.992857,-0.46553203,6,Sphmag06G109200.1.p
8.9465275,4.2419395,-1,Sphmag06G051200.1.p
6.5128217,-5.20139,137,Sphmag06G143600.1.p
3.2186782,3.6861045,143,Sphmag06G082100.1.p
4.136308,-4.7389164,-1,Sphmag06G060600.1.p
4.290309,-2.5421648,-1,Sphmag06G010600.1.p
7.0715084,3.294368,179,Sphmag06G091200.1.p
8.724228,9.734374,58,Sphmag06G134300.1.p
-3.8058307,6.265078,24,Sphmag06G079800.1.p
8.70989,9.743138,58,Sphmag06G133100.1.p
7.471738,-6.0246935,137,Sphmag06G036600.1.p
3.5895956,-2.553508,184,Sphmag06G042800.1.p
8.105612,2.0326629,-1,Sphmag06G018400.1.p
7.947896,5.3100524,117,Sphmag06G117600.1.p
4.707781,0.10237036,-1,Sphmag06G072200.1.p
5.524367,-1.4598558,219,Sphmag06G036500.1.p
1.7252262,-0.6174112,-1,Sphmag06G075700.1.p
11.290415,-3.499505,41,Sphmag06G000400.1.p
12.449088,-10.720494,-1,Sphmag06G055600.1.p
4.6371074,4.25668,140,Sphmag06G043600.1.p
1.6917491,-0.7622494,-1,Sphmag06G034200.1.p
3.0750737,0.19036144,98,Sphmag06G052600.1.p
7.5964823,-1.1754975,151,Sphmag06G104700.1.p
11.3328905,-3.534489,41,Sphmag06G120400.1.p
13.530196,-2.503169,56,Sphmag06G027700.1.p
8.979026,4.3512983,-1,Sphmag06G056100.1.p
10.374914,8.818519,103,Sphmag06G048900.1.p
1.7998135,0.14035688,-1,Sphmag06G143300.1.p
3.4281828,4.070791,145,Sphmag06G111500.1.p
11.395596,6.874708,242,Sphmag06G120500.1.p
3.6320164,-4.3936687,-1,Sphmag06G037000.1.p
11.8943405,6.325332,239,Sphmag06G007800.1.p
9.025027,-4.4912434,87,Sphmag06G041400.1.p
6.9273825,3.8549216,215,Sphmag06G131800.1.p
10.8227415,-7.1445384,-1,Sphmag06G047400.1.p
-0.1046438,-0.9742102,89,Sphmag06G118900.1.p
5.78326,-2.0836778,214,Sphmag06G045800.1.p
6.597324,-3.214698,-1,Sphmag06G018300.1.p
6.4817986,-5.856303,137,Sphmag06G072300.1.p
7.1629286,4.0227847,215,Sphmag06G101600.1.p
3.1866598,-3.7545817,196,Sphmag06G026600.1.p
3.376859,-4.058235,-1,Sphmag06G023600.1.p
11.0050955,7.750979,104,Sphmag06G128100.1.p
0.7416924,-1.2891318,111,Sphmag06G062500.1.p
9.400562,0.5926512,121,Sphmag06G008000.1.p
11.05393,5.5687566,-1,Sphmag06G055100.1.p
8.552256,-4.0847287,86,Sphmag06G122800.1.p
7.946546,5.336315,117,Sphmag06G116600.1.p
6.8060994,0.5829733,195,Sphmag06G089300.1.p
8.516209,10.07011,58,Sphmag06G055200.1.p
8.908213,-4.6163416,87,Sphmag06G127800.1.p
8.440149,3.15312,201,Sphmag06G073500.1.p
6.32507,2.6831162,-1,Sphmag06G038100.1.p
3.2576013,4.314989,-1,Sphmag06G069500.1.p
6.6553736,2.1822286,-1,Sphmag06G124300.1.p
9.812442,5.0760818,233,Sphmag06G077600.1.p
5.267739,-5.790728,137,Sphmag06G029900.1.p
-1.3124608,-7.1142735,39,Sphmag06G041200.1.p
5.196995,-5.6087823,137,Sphmag06G127700.1.p
0.12012602,5.0985265,42,Sphmag06G042700.1.p
2.9443154,-5.6944547,141,Sphmag06G100800.1.p
8.302581,-6.141497,137,Sphmag06G023100.1.p
10.277701,-3.1775506,41,Sphmag06G110300.1.p
0.10736214,9.998393,23,Sphmag06G031000.1.p
4.747273,-3.051606,-1,Sphmag06G086900.1.p
3.4171338,8.257872,27,Sphmag06G114300.1.p
7.2900124,-6.421058,137,Sphmag06G024300.1.p
6.0863194,2.9845676,-1,Sphmag06G121200.1.p
16.983196,-0.45495588,6,Sphmag06G036700.1.p
4.422751,-3.2950847,-1,Sphmag06G062400.1.p
5.876096,2.703088,-1,Sphmag06G057500.1.p
7.614726,1.9762797,211,Sphmag06G001000.1.p
6.92183,-5.1457763,137,Sphmag06G016300.1.p
11.468933,6.93858,242,Sphmag06G141100.1.p
3.1904566,-3.4267273,196,Sphmag06G038900.1.p
9.412003,0.6591763,121,Sphmag06G020100.1.p
7.1250587,-1.6137671,152,Sphmag06G070600.1.p
2.0406945,-0.23461424,-1,Sphmag06G056600.1.p
10.5059595,5.7789116,-1,Sphmag06G116800.1.p
10.113828,2.437137,112,Sphmag06G102700.1.p
3.2914963,-6.457449,100,Sphmag06G033500.1.p
5.611791,-5.7060494,137,Sphmag06G080200.1.p
9.901573,1.5646806,109,Sphmag06G137200.1.p
0.53138125,-0.3110885,90,Sphmag06G140900.1.p
9.082009,4.6046524,-1,Sphmag06G143100.1.p
5.097455,6.343783,60,Sphmag06G042600.1.p
7.2079377,1.7298087,211,Sphmag06G112800.1.p
5.4923334,-0.50730777,-1,Sphmag06G002700.1.p
6.051109,-0.37287572,-1,Sphmag06G007900.1.p
2.9536083,-5.2060184,-1,Sphmag06G083800.1.p
8.721589,9.730475,58,Sphmag06G134500.1.p
-3.7925277,6.2519155,24,Sphmag06G005300.1.p
5.9142327,-2.1845455,214,Sphmag06G046700.1.p
6.8828,3.822721,215,Sphmag06G029600.1.p
5.3736854,0.22151555,193,Sphmag06G038800.1.p
6.013504,-4.901561,137,Sphmag06G040000.1.p
3.2167847,-4.1441255,-1,Sphmag06G113600.1.p
13.777601,1.0398451,80,Sphmag06G006100.1.p
10.674012,5.842628,-1,Sphmag06G027400.1.p
1.212859,-13.396426,2,Sphmag06G055700.1.p
11.642539,6.549384,-1,Sphmag06G065700.1.p
7.734447,4.0694265,217,Sphmag06G011300.1.p
2.5348313,-4.3718314,144,Sphmag06G079500.1.p
8.90385,3.7973301,-1,Sphmag06G019700.1.p
6.229494,-5.2723513,137,Sphmag06G039700.1.p
8.234703,-0.4960023,167,Sphmag06G017200.1.p
5.311712,-1.7922205,214,Sphmag06G067400.1.p
3.7058702,6.3518295,49,Sphmag06G123000.1.p
5.286433,-1.9377921,214,Sphmag06G067300.1.p
7.355763,1.3388121,-1,Sphmag06G069300.1.p
4.022118,-4.3963943,248,Sphmag06G064300.1.p
6.652185,-1.3896499,-1,Sphmag06G080500.1.p
-6.2277284,1.1655107,14,Sphmag06G054800.1.p
8.532355,3.7419202,221,Sphmag06G120900.1.p
10.131188,2.117385,112,Sphmag06G065100.1.p
3.7776048,4.5864806,-1,Sphmag06G120100.1.p
8.7577305,3.2000303,-1,Sphmag06G041700.1.p
6.430603,3.5286992,-1,Sphmag06G063000.1.p
7.228229,-1.5197207,152,Sphmag06G026300.1.p
11.007215,6.022903,-1,Sphmag06G006200.1.p
4.7364225,1.4767749,-1,Sphmag06G140300.1.p
8.203163,3.027233,201,Sphmag06G017700.1.p
6.696534,-5.85373,137,Sphmag06G124400.1.p
9.38907,4.223839,240,Sphmag06G142300.1.p
3.1934059,-3.596664,196,Sphmag06G022000.1.p
5.9847093,1.8611571,-1,Sphmag06G113000.1.p
5.8730836,-6.19823,137,Sphmag06G036800.1.p
5.773875,3.4298737,-1,Sphmag06G140200.1.p
3.70922,-3.3820667,-1,Sphmag06G102100.1.p
8.242233,3.634952,-1,Sphmag06G064400.1.p
2.298181,-0.96534365,-1,Sphmag06G136900.1.p
5.1704082,-5.2256274,137,Sphmag06G121400.1.p
-3.852122,-1.6619277,22,Sphmag06G124000.1.p
9.347824,2.4813488,-1,Sphmag06G068400.1.p
7.6092877,1.7913065,-1,Sphmag06G011000.1.p
2.8728611,-0.36903584,119,Sphmag06G048200.1.p
10.222668,5.417425,-1,Sphmag06G104800.1.p
5.3428383,-6.777442,-1,Sphmag06G052100.1.p
1.0247622,2.5104709,-1,Sphmag06G054000.1.p
8.318551,-0.48419783,167,Sphmag06G001700.1.p
6.6160274,3.8014421,-1,Sphmag06G122100.1.p
2.9232178,-4.7550197,172,Sphmag06G137900.1.p
10.985391,-1.172188,116,Sphmag06G098500.1.p
2.6921902,-3.172474,-1,Sphmag06G099400.1.p
8.47922,4.314076,-1,Sphmag06G092800.1.p
4.898647,1.8184876,131,Sphmag06G027500.1.p
5.839404,1.9415056,206,Sphmag06G138800.1.p
5.4902596,-5.6189213,137,Sphmag06G046100.1.p
8.043704,-0.009830835,-1,Sphmag06G139500.1.p
6.80442,-0.77810085,-1,Sphmag06G096700.1.p
3.718491,-5.0521336,-1,Sphmag06G087300.1.p
4.5150666,0.69311666,158,Sphmag06G106800.1.p
5.9913206,0.54429036,-1,Sphmag06G035900.1.p
11.867797,6.854059,-1,Sphmag06G058100.1.p
4.338754,-3.722491,251,Sphmag06G101200.1.p
4.73224,-5.0345697,137,Sphmag06G053100.1.p
10.4976635,5.9787655,234,Sphmag06G011700.1.p
13.993107,5.223462,45,Sphmag06G141500.1.p
5.811848,0.68653387,-1,Sphmag06G066500.1.p
4.179886,-0.2045653,148,Sphmag06G058200.1.p
4.437162,-1.7776662,154,Sphmag06G142400.1.p
5.186542,-0.5705324,224,Sphmag06G048400.1.p
6.7048883,5.922883,59,Sphmag06G111200.1.p
4.9782343,0.42634213,-1,Sphmag06G084800.1.p
8.311667,4.3775897,-1,Sphmag06G099900.1.p
11.546235,6.508295,-1,Sphmag06G129300.1.p
9.489316,4.8200183,243,Sphmag06G000700.1.p
11.542872,6.93982,-1,Sphmag06G112100.1.p
6.6993604,-0.83344007,-1,Sphmag06G090800.1.p
4.341082,-1.9709936,-1,Sphmag06G043000.1.p
4.233169,0.6079729,-1,Sphmag06G075200.1.p
3.2305803,-3.9264355,197,Sphmag06G100900.1.p
1.9665562,-0.56216574,120,Sphmag06G005800.1.p
9.054854,3.8917558,-1,Sphmag06G094300.1.p
7.912062,5.336119,117,Sphmag06G118500.1.p
-4.7821536,-4.48317,9,Sphmag06G106700.1.p
9.035601,4.348938,244,Sphmag06G050400.1.p
5.082166,-5.153612,137,Sphmag06G137700.1.p
5.1436524,-5.5440416,137,Sphmag06G042500.1.p
4.0644,-3.6714747,246,Sphmag06G100200.1.p
5.1237607,-2.3101022,214,Sphmag06G090500.1.p
5.7702303,1.5241768,207,Sphmag06G085500.1.p
3.4628315,-5.2417502,209,Sphmag06G059000.1.p
-3.8226237,6.2821913,24,Sphmag06G106100.1.p
2.5596588,-0.5054147,-1,Sphmag06G042300.1.p
2.6952522,0.0025088277,-1,Sphmag06G011900.1.p
6.2109065,-3.2449887,159,Sphmag06G036900.1.p
2.3370373,0.5022784,107,Sphmag06G004000.1.p
9.775197,-0.046813603,128,Sphmag06G021500.1.p
10.915994,6.7338376,242,Sphmag06G066700.1.p
11.2145,6.3901987,-1,Sphmag06G020900.1.p
16.25812,4.8953633,17,Sphmag06G064600.1.p
8.389555,-4.650779,-1,Sphmag06G029500.1.p
8.910076,12.435651,30,Sphmag06G117900.1.p
3.8757179,-4.5920267,248,Sphmag06G113100.1.p
4.400016,-4.6404524,-1,Sphmag06G055900.1.p
10.711781,2.1122012,95,Sphmag06G115700.1.p
3.7157533,-3.397526,228,Sphmag06G132600.1.p
4.052009,-3.603396,246,Sphmag06G076700.1.p
10.999122,-3.3179085,41,Sphmag06G004300.1.p
8.078251,3.5456464,217,Sphmag06G113700.1.p
5.178527,-5.9635477,137,Sphmag06G070000.1.p
-2.268453,-7.3436704,32,Sphmag06G113300.1.p
3.4739003,-4.556975,248,Sphmag06G111400.1.p
5.0932097,-3.747751,-1,Sphmag06G077900.1.p
11.658787,9.927356,69,Sphmag06G113200.1.p
6.747443,-5.0610566,137,Sphmag06G098400.1.p
7.7558684,4.1317716,-1,Sphmag06G050100.1.p
10.4390955,-5.3976755,53,Sphmag06G142100.1.p
2.1591547,1.3391001,91,Sphmag06G094500.1.p
5.444523,-3.7984383,-1,Sphmag06G044500.1.p
1.8211173,0.1098488,-1,Sphmag06G037800.1.p
2.133105,-3.8085022,135,Sphmag06G039400.1.p
11.939128,6.462293,-1,Sphmag06G115000.1.p
6.055436,-0.46415034,227,Sphmag06G121500.1.p
6.7603817,3.6135297,-1,Sphmag06G044400.1.p
4.0959945,-8.349013,63,Sphmag06G032900.1.p
10.597653,-1.5055101,126,Sphmag06G090700.1.p
4.3987174,-3.739267,251,Sphmag06G132100.1.p
10.281935,8.932506,103,Sphmag06G051800.1.p
8.147311,-6.508652,-1,Sphmag06G117300.1.p
7.6173463,0.15937625,-1,Sphmag06G001100.1.p
0.11733941,9.976436,23,Sphmag06G121300.1.p
10.38117,5.7802634,-1,Sphmag06G032700.1.p
-3.281845,2.327605,43,Sphmag06G077800.1.p
5.16839,-3.1331425,-1,Sphmag06G083300.1.p
1.9022787,-1.3400044,-1,Sphmag06G074600.1.p
8.743025,9.710129,58,Sphmag06G133900.1.p
5.187549,-5.9840417,137,Sphmag06G009800.1.p
3.049778,0.4760908,99,Sphmag06G113900.1.p
2.8705502,11.280934,18,Sphmag06G059300.1.p
13.704794,0.9996261,80,Sphmag06G006400.1.p
3.1693094,-2.5042474,134,Sphmag06G018000.1.p
6.8997974,8.747597,37,Sphmag06G094600.1.p
-1.2302902,2.2581184,65,Sphmag06G111800.1.p
3.3666182,3.4852858,143,Sphmag06G052300.1.p
6.0555444,1.9486555,192,Sphmag06G079200.1.p
7.1805897,1.1423227,164,Sphmag06G078500.1.p
5.847733,-0.5910708,226,Sphmag06G033000.1.p
3.0077908,-4.787742,172,Sphmag06G108200.1.p
2.4789243,11.123251,18,Sphmag06G010100.1.p
3.1914659,-3.5957873,196,Sphmag06G022300.1.p
5.4394665,2.167709,-1,Sphmag06G096900.1.p
5.4677196,-1.8919811,214,Sphmag06G041600.1.p
6.6560907,-5.2732787,137,Sphmag06G141600.1.p
6.8132925,1.5965515,-1,Sphmag06G082400.1.p
7.173765,1.888394,-1,Sphmag06G040800.1.p
11.682815,-0.5817705,83,Sphmag06G115400.1.p
11.348538,6.5230513,-1,Sphmag06G016600.1.p
14.794971,-9.66001,-1,Sphmag06G101700.1.p
10.178099,-1.1850427,125,Sphmag06G032200.1.p
3.2834997,-6.7119765,100,Sphmag06G130900.1.p
5.6514153,2.0473113,206,Sphmag06G131700.1.p
3.7427988,4.396282,146,Sphmag06G061700.1.p
11.677376,6.5473137,-1,Sphmag06G092900.1.p
2.1789522,-3.361465,-1,Sphmag06G067200.1.p
4.067948,-3.1614275,-1,Sphmag06G142200.1.p
6.55962,-2.6724064,-1,Sphmag06G065600.1.p
2.873967,-4.4331756,153,Sphmag06G101100.1.p
5.148258,4.1129413,139,Sphmag06G052400.1.p
5.0885615,-0.72715163,224,Sphmag06G132200.1.p
6.763772,0.5615697,195,Sphmag06G114000.1.p
5.729564,-2.8893733,-1,Sphmag06G067700.1.p
13.762392,1.0463452,80,Sphmag06G024400.1.p
6.1211762,-1.8452635,214,Sphmag06G099700.1.p
3.1750038,3.22513,138,Sphmag06G043400.1.p
5.2408624,0.09347414,-1,Sphmag06G081500.1.p
8.461143,-0.606397,168,Sphmag06G129200.1.p
6.333776,0.53916943,-1,Sphmag06G068600.1.p
3.7284632,-2.6308665,-1,Sphmag06G049000.1.p
7.1040573,3.8920908,215,Sphmag06G093100.1.p
8.253614,1.976717,156,Sphmag06G033200.1.p
8.45798,-4.241124,-1,Sphmag06G079000.1.p
5.510098,2.7281013,199,Sphmag06G043100.1.p
9.157745,-4.5555687,87,Sphmag06G066300.1.p
1.6734602,-0.8711184,-1,Sphmag06G056500.1.p
10.222955,2.265238,112,Sphmag06G109500.1.p
10.979689,-1.2971592,116,Sphmag06G098700.1.p
3.8930418,3.5994895,-1,Sphmag06G044300.1.p
2.0290315,-0.78890383,-1,Sphmag06G018800.1.p
7.401253,-0.34486687,-1,Sphmag06G070300.1.p
3.900584,-5.1057987,-1,Sphmag06G102000.1.p
8.757467,9.679788,58,Sphmag06G134400.1.p
-3.8792548,6.3389373,24,Sphmag06G079700.1.p
-6.0319424,1.1526083,14,Sphmag06G056900.1.p
8.928559,4.0476127,-1,Sphmag06G039800.1.p
8.783914,1.1938448,-1,Sphmag06G100000.1.p
8.333361,2.447316,-1,Sphmag06G028200.1.p
9.062271,4.307235,244,Sphmag06G121800.1.p
5.3108406,1.3734851,181,Sphmag06G119000.1.p
5.3698463,0.18075807,193,Sphmag06G103600.1.p
5.9021764,-1.1270694,-1,Sphmag06G085100.1.p
8.629399,4.026281,-1,SphmagU003100.1.p
4.8524165,-3.2417371,-1,SphmagU003000.1.p
9.482858,0.68857545,121,Sphmag03G106400.1.p
-0.67974776,1.8771644,65,Sphmag03G053100.1.p
6.3514705,-0.68405473,230,Sphmag03G108800.1.p
5.051676,-2.1192486,214,Sphmag03G034000.1.p
4.665725,4.48624,140,Sphmag03G011300.1.p
10.918129,8.043719,104,Sphmag03G133700.1.p
9.167656,-4.551676,87,Sphmag03G123700.1.p
7.088409,3.6024806,215,Sphmag03G022400.1.p
11.369906,6.442048,-1,Sphmag03G082900.1.p
1.8851186,0.12390283,-1,Sphmag03G116300.1.p
2.8918211,-4.6420665,-1,Sphmag03G098700.1.p
10.283507,8.904888,103,Sphmag03G081500.1.p
11.781323,6.450239,239,Sphmag03G075300.1.p
1.3895737,-0.92965156,123,Sphmag03G043300.1.p
7.086762,3.7602286,215,Sphmag03G006100.1.p
11.599869,6.7213645,-1,Sphmag03G068600.1.p
15.07444,-0.75385815,5,Sphmag03G137500.1.p
4.755221,-3.173543,251,Sphmag03G059000.1.p
-2.228845,-7.3694015,32,Sphmag03G013900.1.p
9.680163,-0.43852958,-1,Sphmag03G108700.1.p
7.8998075,1.2288557,189,Sphmag03G025200.1.p
5.1030455,-1.8087612,-1,Sphmag03G069400.1.p
-1.0019685,-9.813788,13,Sphmag03G014200.1.p
-5.997851,1.1413333,14,Sphmag03G063100.1.p
5.746616,5.4821286,66,Sphmag03G102800.1.p
9.530304,2.9831684,-1,Sphmag03G001000.1.p
8.369512,0.79405594,165,Sphmag03G136100.1.p
2.603774,-0.022822008,-1,Sphmag03G042800.1.p
5.424036,-2.2046323,-1,Sphmag03G025500.1.p
15.643685,-1.1711733,5,Sphmag03G062000.1.p
5.416526,-2.0356863,214,Sphmag03G039900.1.p
4.940802,-3.64474,251,Sphmag03G033200.1.p
2.0765786,-0.43199313,120,Sphmag03G047100.1.p
2.5896792,11.446659,18,Sphmag03G058300.1.p
4.0314984,-4.6840987,-1,Sphmag03G082100.1.p
-1.9678894,-6.7253776,34,Sphmag03G046300.1.p
6.87328,-5.5254765,137,Sphmag03G022300.1.p
5.9768753,1.5904512,207,Sphmag03G023400.1.p
6.059013,0.83993536,198,Sphmag03G119100.1.p
18.531343,2.7339704,3,Sphmag03G013300.1.p
10.052239,1.9671639,112,Sphmag03G134100.1.p
4.9138503,-3.4676714,251,Sphmag03G021800.1.p
6.60309,-5.519048,137,Sphmag03G138500.1.p
7.5514245,-5.833507,137,Sphmag03G111500.1.p
-3.874798,-1.6830703,22,Sphmag03G109400.1.p
0.65434426,-1.2954273,111,Sphmag03G053200.1.p
8.616989,7.4423485,48,Sphmag03G061600.1.p
12.0017185,6.367568,-1,Sphmag03G121000.1.p
4.620159,-4.042533,-1,Sphmag03G092800.1.p
5.577482,0.31843013,193,Sphmag03G065400.1.p
9.803179,-0.9377655,-1,Sphmag03G068400.1.p
2.1981843,-0.32029602,120,Sphmag03G080000.1.p
-3.333162,2.2817955,43,Sphmag03G013200.1.p
11.132163,-3.4104335,41,Sphmag03G083900.1.p
4.720426,4.0894403,140,Sphmag03G035200.1.p
-6.401178,1.0466588,14,Sphmag03G102600.1.p
7.279152,3.9564693,215,Sphmag03G024200.1.p
3.935176,-3.4286401,228,Sphmag03G076700.1.p
1.8380458,-4.128518,136,Sphmag03G079300.1.p
13.588841,1.3984569,80,Sphmag03G056100.1.p
7.679953,2.4813778,-1,Sphmag03G119600.1.p
7.7815948,0.33392394,190,Sphmag03G095100.1.p
10.375607,2.8628116,113,Sphmag03G101500.1.p
7.3306255,-6.1539755,137,Sphmag03G101000.1.p
6.9144316,3.514958,-1,Sphmag03G045400.1.p
2.6672611,-5.876474,141,Sphmag03G045800.1.p
13.354389,0.48077884,82,Sphmag03G008300.1.p
4.5050864,-5.229278,137,Sphmag03G039800.1.p
3.7759,-2.7985892,-1,Sphmag03G069700.1.p
4.981029,1.0012888,-1,Sphmag03G025600.1.p
-0.5444542,2.5190592,65,Sphmag03G018700.1.p
11.227933,6.660909,242,Sphmag03G085100.1.p
4.3711042,-0.6307455,-1,Sphmag03G004600.1.p
-1.366818,-7.199375,39,Sphmag03G127000.1.p
5.8935966,-5.1815586,137,Sphmag03G063700.1.p
6.4386444,-1.3049378,229,Sphmag03G067200.1.p
4.9416504,-2.7181456,249,Sphmag03G015200.1.p
5.871955,-4.5295525,137,Sphmag03G019300.1.p
11.760185,-0.5944498,83,Sphmag03G139400.1.p
4.9480267,-1.1230803,155,Sphmag03G040100.1.p
8.827255,2.497154,129,Sphmag03G142300.1.p
8.150942,0.45761666,189,Sphmag03G010200.1.p
7.6332603,2.9140732,213,Sphmag03G057700.1.p
8.596477,3.4313517,-1,Sphmag03G066300.1.p
4.3651237,4.3221674,140,Sphmag03G004300.1.p
13.554781,1.3787326,80,Sphmag03G091100.1.p
-1.4626637,3.308787,64,Sphmag03G113800.1.p
9.816913,-0.29767665,-1,Sphmag03G083700.1.p
4.79303,-1.7830979,-1,Sphmag03G048000.1.p
9.300755,3.6915653,-1,Sphmag03G135400.1.p
6.2665296,-5.3685164,137,Sphmag03G081900.1.p
6.7088366,-2.575349,-1,Sphmag03G070400.1.p
6.347984,3.0480957,-1,Sphmag03G132000.1.p
19.463549,-0.06546211,4,Sphmag03G134800.1.p
4.955421,1.3321601,181,Sphmag03G040600.1.p
7.1410804,-4.4130144,-1,Sphmag03G048300.1.p
5.840691,3.6699924,183,Sphmag03G015900.1.p
8.0462055,3.5356212,217,Sphmag03G138400.1.p
5.94324,-1.9850776,214,Sphmag03G090500.1.p
5.296057,-5.324718,137,Sphmag03G089100.1.p
3.4539025,-6.748686,100,Sphmag03G041800.1.p
10.204239,6.2431164,-1,Sphmag03G100000.1.p
9.602687,5.638024,222,Sphmag03G105300.1.p
7.618257,-1.7424031,132,Sphmag03G034100.1.p
9.971423,-0.2102371,128,Sphmag03G137800.1.p
3.5523252,-2.8991432,184,Sphmag03G095700.1.p
5.050365,-3.2033317,251,Sphmag03G053300.1.p
1.8947515,1.7393999,-1,Sphmag03G047800.1.p
2.5612364,11.227754,18,Sphmag03G012600.1.p
8.417469,-5.9828787,137,Sphmag03G067600.1.p
7.611016,-5.194461,-1,Sphmag03G072700.1.p
3.7066128,6.3493843,49,Sphmag03G030800.1.p
3.436587,-4.987356,-1,Sphmag03G024100.1.p
5.9379177,-4.9028454,137,Sphmag03G054800.1.p
2.1861758,-1.1045291,-1,Sphmag03G078400.1.p
11.723012,0.79602903,73,Sphmag03G090700.1.p
5.4221025,-0.18382353,212,Sphmag03G123100.1.p
5.731168,3.2816386,-1,Sphmag03G021600.1.p
7.209962,-6.46614,137,Sphmag03G072500.1.p
5.1526904,1.6483961,180,Sphmag03G055800.1.p
5.89627,-1.0724578,-1,Sphmag03G038400.1.p
2.3945398,-0.015033812,114,Sphmag03G079400.1.p
5.9266634,0.79446554,-1,Sphmag03G046500.1.p
4.8016896,4.0319724,140,Sphmag03G131700.1.p
-0.9962005,-9.822693,13,Sphmag03G014300.1.p
11.867042,6.90249,-1,Sphmag03G119700.1.p
7.5035887,1.8554763,211,Sphmag03G051300.1.p
3.9530396,-3.7014446,-1,Sphmag03G126500.1.p
7.970951,3.55741,217,Sphmag03G129900.1.p
2.5137293,11.028077,18,Sphmag03G037100.1.p
5.6827817,-3.9451203,-1,Sphmag03G028700.1.p
7.984018,5.2630153,117,Sphmag03G122100.1.p
-6.5229387,-1.3273939,11,Sphmag03G054600.1.p
6.8351307,-1.8125088,150,Sphmag03G016200.1.p
-3.858853,-1.6696007,22,Sphmag03G031400.1.p
7.129001,2.5774093,-1,Sphmag03G126100.1.p
5.576122,3.5625627,183,Sphmag03G076400.1.p
8.337657,4.3072553,-1,Sphmag03G021400.1.p
8.8000145,4.736237,-1,Sphmag03G107000.1.p
6.1413207,-1.3857703,223,Sphmag03G047400.1.p
2.055163,0.04213166,-1,Sphmag03G030400.1.p
7.2290816,-2.8762038,161,Sphmag03G071600.1.p
-0.5270963,2.5376961,65,Sphmag03G014700.1.p
5.7723475,1.7801045,206,Sphmag03G005100.1.p
4.8132396,-0.9100027,-1,Sphmag03G031000.1.p
5.4336753,-0.9909516,224,Sphmag03G141500.1.p
4.759315,-5.2288556,137,Sphmag03G142700.1.p
4.2840304,-4.4020524,-1,Sphmag03G118900.1.p
6.1859283,0.45416886,-1,Sphmag03G104400.1.p
11.400789,6.398941,239,Sphmag03G000100.1.p
1.1547612,-1.0629778,-1,Sphmag03G092000.1.p
7.950929,1.4606494,-1,Sphmag03G059500.1.p
6.243932,-0.23718496,-1,Sphmag03G062800.1.p
5.5946765,2.6560957,-1,Sphmag03G080400.1.p
4.639689,-3.8348942,-1,Sphmag03G086400.1.p
8.765706,4.3429694,-1,Sphmag03G086600.1.p
3.1093574,-2.4862423,134,Sphmag03G039500.1.p
5.6200647,-1.8567253,214,Sphmag03G102900.1.p
3.8114786,4.038381,146,Sphmag03G049300.1.p
12.448142,-10.719554,-1,Sphmag03G021300.1.p
-0.96985036,-9.83622,13,Sphmag03G013500.1.p
8.193876,7.706691,47,Sphmag03G126900.1.p
3.5103927,-2.843846,184,Sphmag03G026400.1.p
-0.4697889,-10.083828,12,Sphmag03G000900.1.p
5.2621613,-0.82882106,-1,Sphmag03G069000.1.p
4.616441,-12.624506,19,Sphmag03G036700.1.p
8.0622835,3.672815,217,Sphmag03G136300.1.p
5.8344355,1.7464218,206,Sphmag03G038600.1.p
6.0578375,-6.3328633,137,Sphmag03G012100.1.p
7.47744,-5.797329,137,Sphmag03G060200.1.p
3.4442074,-0.2672972,-1,Sphmag03G056800.1.p
8.587132,2.5989048,-1,Sphmag03G059900.1.p
9.68978,-0.42627746,-1,Sphmag03G089400.1.p
-3.255788,2.3502479,43,Sphmag03G025400.1.p
3.7168825,-7.2940345,78,Sphmag03G095200.1.p
3.7883394,-4.6785173,248,Sphmag03G124200.1.p
10.075814,0.013721935,-1,Sphmag03G009400.1.p
17.109009,-0.58923453,6,Sphmag03G011100.1.p
4.155387,-4.520892,-1,Sphmag03G044100.1.p
14.125319,1.7912139,74,Sphmag03G076100.1.p
4.3937087,0.20354496,158,Sphmag03G018400.1.p
3.5785873,-4.6230955,248,Sphmag03G141100.1.p
8.692114,7.130436,48,Sphmag03G087000.1.p
4.9994164,1.9581422,131,Sphmag03G065000.1.p
11.453494,6.4554276,-1,Sphmag03G036500.1.p
8.0336485,3.5004559,217,Sphmag03G136400.1.p
3.7038615,6.359198,49,Sphmag03G028300.1.p
4.674832,-3.9985468,-1,Sphmag03G025800.1.p
12.951614,0.4045555,82,Sphmag03G040500.1.p
4.898491,-5.663091,137,Sphmag03G075100.1.p
5.7387342,5.496208,66,Sphmag03G134400.1.p
7.8688264,3.281278,217,Sphmag03G049400.1.p
3.2998946,4.4357524,146,Sphmag03G125800.1.p
2.172689,-0.49853978,120,Sphmag03G061500.1.p
